,demand,residual_load,solar,wind,nuclear_capacity,hydro_capacity,gas_capacity,coal_capacity,oil_capacity,biomass_capacity,storage_capacity,demand_response_capacity,nuclear_cost,hydro_cost,gas_cost,coal_cost,oil_cost,biomass_cost,storage_charge_cost,storage_discharge_cost,demand_response_cost,slack_cost,storage_efficiency,storage_max_capacity,storage_initial,demand_response_recovery_time,exchange_capacity_Auvergne_Rhone_Alpes,exchange_capacity_Occitanie,exchange_capacity_Provence_Alpes_Cote_d_Azur
2022-06-02 13:00:00,4806.0,2576.0,2184.0,46.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 13:30:00,4736.0,2481.0,2218.0,37.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 14:00:00,4765.0,2487.0,2238.0,40.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 14:30:00,4667.0,2268.0,2369.0,30.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 15:00:00,4760.0,2417.0,2316.0,27.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 15:30:00,4700.0,2430.0,2251.0,19.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 16:00:00,4518.0,2471.0,2031.0,16.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 16:30:00,4501.0,2630.0,1859.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 17:00:00,4371.0,2686.0,1674.0,11.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 17:30:00,4351.0,2805.0,1536.0,10.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 18:00:00,4267.0,2864.0,1391.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 18:30:00,4553.0,3323.0,1215.0,15.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 19:00:00,4558.0,3573.0,962.0,23.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 19:30:00,4464.0,3749.0,690.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 20:00:00,4376.0,3902.0,434.0,40.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 20:30:00,4356.0,4056.0,241.0,59.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 21:00:00,4227.0,4013.0,107.0,107.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 21:30:00,4046.0,3927.0,26.0,93.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 22:00:00,4032.0,3918.0,0.0,114.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 22:30:00,4458.0,4333.0,0.0,125.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 23:00:00,4358.0,4221.0,0.0,137.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-02 23:30:00,4194.0,4028.0,0.0,166.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 00:00:00,4026.0,3827.0,0.0,199.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 00:30:00,3954.0,3731.0,0.0,223.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 01:00:00,3808.0,3544.0,0.0,264.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 01:30:00,3771.0,3468.0,0.0,303.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 02:00:00,3722.0,3477.0,0.0,245.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 02:30:00,3692.0,3506.0,0.0,186.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 03:00:00,3465.0,3286.0,0.0,179.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 03:30:00,3367.0,3195.0,0.0,172.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 04:00:00,3180.0,3023.0,0.0,157.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 04:30:00,3197.0,2985.0,0.0,212.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 05:00:00,3321.0,3072.0,0.0,249.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 05:30:00,3368.0,3156.0,4.0,208.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 06:00:00,3390.0,3123.0,5.0,262.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 06:30:00,3544.0,3055.0,0.0,489.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 07:00:00,3961.0,3504.0,22.0,435.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 07:30:00,4003.0,3556.0,113.0,334.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 08:00:00,3914.0,3487.0,267.0,160.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 08:30:00,4082.0,3459.0,412.0,211.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 09:00:00,4411.0,3520.0,579.0,312.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 09:30:00,4437.0,3462.0,792.0,183.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 10:00:00,4632.0,3584.0,954.0,94.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 10:30:00,4618.0,3556.0,991.0,71.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 11:00:00,4523.0,3411.0,1074.0,38.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 11:30:00,4672.0,3298.0,1348.0,26.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 12:00:00,4654.0,3094.0,1526.0,34.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 12:30:00,4855.0,3032.0,1779.0,44.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 13:00:00,4603.0,2692.0,1859.0,52.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 13:30:00,4634.0,2546.0,2045.0,43.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 14:00:00,4848.0,2597.0,2205.0,46.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 14:30:00,4660.0,2409.0,2198.0,53.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 15:00:00,4497.0,2240.0,2207.0,50.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 15:30:00,4544.0,2272.0,2230.0,42.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 16:00:00,4206.0,2006.0,2167.0,33.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 16:30:00,4431.0,2437.0,1965.0,29.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 17:00:00,4373.0,2686.0,1656.0,31.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 17:30:00,4312.0,2856.0,1428.0,28.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 18:00:00,4305.0,3053.0,1215.0,37.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 18:30:00,4288.0,3285.0,953.0,50.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 19:00:00,4483.0,3741.0,683.0,59.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 19:30:00,4303.0,3648.0,611.0,44.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 20:00:00,4170.0,3728.0,405.0,37.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 20:30:00,4092.0,3862.0,194.0,36.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 21:00:00,4153.0,4021.0,89.0,43.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 21:30:00,3851.0,3769.0,27.0,55.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 22:00:00,3975.0,3894.0,0.0,81.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 22:30:00,4132.0,4048.0,0.0,84.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 23:00:00,4341.0,4257.0,0.0,84.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-03 23:30:00,4068.0,4003.0,0.0,65.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 00:00:00,4003.0,3942.0,0.0,61.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 00:30:00,3892.0,3809.0,0.0,83.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 01:00:00,3962.0,3889.0,0.0,73.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 01:30:00,3835.0,3718.0,0.0,117.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 02:00:00,3623.0,3498.0,0.0,125.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 02:30:00,3488.0,3344.0,0.0,144.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 03:00:00,3254.0,3093.0,0.0,161.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 03:30:00,3163.0,3026.0,0.0,137.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 04:00:00,3108.0,2957.0,0.0,151.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 04:30:00,3106.0,2946.0,0.0,160.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 05:00:00,3064.0,2908.0,0.0,156.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 05:30:00,3155.0,2995.0,0.0,160.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 06:00:00,3027.0,2898.0,0.0,129.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 06:30:00,3038.0,2869.0,6.0,163.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 07:00:00,3225.0,2990.0,55.0,180.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 07:30:00,3268.0,2995.0,140.0,133.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 08:00:00,3529.0,3162.0,259.0,108.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 08:30:00,3501.0,3045.0,416.0,40.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 09:00:00,3718.0,3141.0,556.0,21.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 09:30:00,3760.0,3031.0,717.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 10:00:00,3838.0,2960.0,865.0,13.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 10:30:00,3967.0,2891.0,1059.0,17.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 11:00:00,3931.0,2804.0,1115.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 11:30:00,4078.0,2901.0,1168.0,9.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 12:00:00,4260.0,3101.0,1150.0,9.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 12:30:00,4403.0,3223.0,1169.0,11.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 13:00:00,4323.0,3046.0,1261.0,16.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 13:30:00,4261.0,2913.0,1318.0,30.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 14:00:00,4162.0,2831.0,1304.0,27.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 14:30:00,4051.0,2541.0,1469.0,41.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 15:00:00,4024.0,2520.0,1445.0,59.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 15:30:00,3992.0,2420.0,1496.0,76.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 16:00:00,3838.0,2366.0,1395.0,77.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 16:30:00,3775.0,2465.0,1220.0,90.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 17:00:00,3935.0,2658.0,1175.0,102.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 17:30:00,3814.0,2559.0,1109.0,146.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 18:00:00,3758.0,2483.0,1089.0,186.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 18:30:00,3777.0,2642.0,951.0,184.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 19:00:00,3651.0,2668.0,815.0,168.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 19:30:00,3863.0,3120.0,595.0,148.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 20:00:00,4174.0,3648.0,326.0,200.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 20:30:00,3676.0,3353.0,146.0,177.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 21:00:00,3665.0,3417.0,73.0,175.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 21:30:00,3562.0,3414.0,19.0,129.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 22:00:00,3732.0,3562.0,0.0,170.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 22:30:00,3855.0,3618.0,0.0,237.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 23:00:00,4160.0,3979.0,0.0,181.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-04 23:30:00,3724.0,3633.0,0.0,91.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 00:00:00,4227.0,4143.0,0.0,84.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 00:30:00,3661.0,3560.0,0.0,101.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 01:00:00,3685.0,3577.0,0.0,108.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 01:30:00,3570.0,3457.0,0.0,113.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 02:00:00,3447.0,3287.0,0.0,160.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 02:30:00,3371.0,3185.0,0.0,186.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 03:00:00,3128.0,2970.0,0.0,158.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 03:30:00,3080.0,2956.0,0.0,124.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 04:00:00,2933.0,2831.0,0.0,102.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 04:30:00,2922.0,2808.0,0.0,114.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 05:00:00,2918.0,2795.0,0.0,123.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 05:30:00,2942.0,2821.0,0.0,121.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 06:00:00,2922.0,2799.0,0.0,123.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 06:30:00,2819.0,2696.0,2.0,121.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 07:00:00,2881.0,2696.0,27.0,158.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 07:30:00,2907.0,2612.0,100.0,195.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 08:00:00,3065.0,2678.0,198.0,189.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 08:30:00,3055.0,2524.0,309.0,222.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 09:00:00,3359.0,2631.0,464.0,264.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 09:30:00,3405.0,2510.0,594.0,301.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 10:00:00,3589.0,2488.0,812.0,289.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 10:30:00,3667.0,2505.0,849.0,313.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 11:00:00,3711.0,2398.0,971.0,342.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 11:30:00,3820.0,2531.0,968.0,321.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 12:00:00,3907.0,2509.0,1116.0,282.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 12:30:00,4201.0,2813.0,1106.0,282.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 13:00:00,3944.0,2402.0,1223.0,319.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 13:30:00,3776.0,2171.0,1318.0,287.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 14:00:00,3886.0,2087.0,1518.0,281.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 14:30:00,3693.0,1809.0,1592.0,292.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 15:00:00,3559.0,1666.0,1555.0,338.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 15:30:00,3548.0,1618.0,1645.0,285.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 16:00:00,3435.0,1450.0,1666.0,319.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 16:30:00,3351.0,1310.0,1687.0,354.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 17:00:00,3588.0,1671.0,1577.0,340.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 17:30:00,3371.0,1574.0,1500.0,297.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 18:00:00,3506.0,1799.0,1418.0,289.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 18:30:00,3435.0,1931.0,1220.0,284.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 19:00:00,3577.0,2307.0,959.0,311.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 19:30:00,3572.0,2571.0,731.0,270.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 20:00:00,3658.0,2926.0,475.0,257.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 20:30:00,3478.0,3027.0,224.0,227.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 21:00:00,3444.0,3156.0,86.0,202.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 21:30:00,3342.0,3136.0,15.0,191.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-06-05 22:00:00,3590.0,3394.0,0.0,196.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
